layout_id,group_rank,score_group,capture_id,source_group,solver_version,solver_family,layout_variant,final_score,eval_score,geometry_score,split_stability_score,score_confidence,score_basis,top_reason,eval_autopos_rms_mm,eval_autopos_p95_mm,eval_static_p95_mm,eval_roto_abs_deltaR_p95_mm,eval_roto_turn_center_p95_mm,extra_split_align_rms_mm,xy_hull_coverage_ratio,nearest_neighbor_min_mm,z_span_mm,risk_flags,source_path
bf5e9b3da4a91f48,9,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-lite,v3-lite,last500_aligned,27.604130,28.781,10.741,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=40.8mm; static_p95=72.1mm; roto_p95=51.5mm,40.8261792,81.9529075,72.0553752,51.5267396,30.2023667,,0.9568474789695646,1435.8654593800236,1800.9836682065747,,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_last500_aligned.json
fbaedd952d612dd2,10,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-wand,v4-io,consensus,34.176493,38.537,13.883,2.520,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|extra_split_align_rms_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=79.3mm; roto_p95=51.2mm; split_align=7.7mm,44.1959505,88.4969055,79.2575381,51.2096174,30.2248856,7.66686675,0.9582746003332593,1430.2586487264973,1786.096056616794,,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_consensus.json
005cce9f0f9294fe,11,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-td,v4-io,consensus,35.662715,39.012,28.951,4.693,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|extra_split_align_rms_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=81.8mm; roto_p95=50.6mm; split_align=9.6mm,44.2396757,88.5479767,81.7586541,50.561728,29.3759147,9.57108007,0.9492408726709154,1419.7047368321225,1748.182724622964,,outdoor_20260513/FULL-COMPARE-500+500/v4-io-td/layout_consensus.json
e120b7881ec47f64,12,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-wand,v4-io,last500_aligned,36.899144,38.537,13.421,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=79.3mm; roto_p95=51.2mm,44.1959505,88.4969055,79.2575381,51.2096174,30.2248856,,0.9590724881536428,1431.9543092226886,1782.5108501254665,,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_last500_aligned.json
cb24f7f5220451ec,13,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-wand,v4-io,first500,36.952974,38.537,14.246,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=79.3mm; roto_p95=51.2mm,44.1959505,88.4969055,79.2575381,51.2096174,30.2248856,,0.9576216570267984,1428.5773501148128,1789.681263108121,,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_first500.json
5bf668bcf4c8a159,14,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-td,v4-io,last500_aligned,38.338789,39.012,28.691,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=81.8mm; roto_p95=50.6mm,44.2396757,88.5479767,81.7586541,50.561728,29.3759147,,0.9503720194656535,1421.0835336642824,1742.574108840209,,outdoor_20260513/FULL-COMPARE-500+500/v4-io-td/layout_last500_aligned.json
60199a8d9263348f,15,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-td,v4-io,first500,38.372169,39.012,29.203,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=81.8mm; roto_p95=50.6mm,44.2396757,88.5479767,81.7586541,50.561728,29.3759147,,0.9481135674178072,1418.3446087336933,1753.7913404057197,,outdoor_20260513/FULL-COMPARE-500+500/v4-io-td/layout_first500.json
1e9a31611a4bc5c2,16,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io,v4-io,consensus,42.260559,46.684,28.951,4.693,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|extra_split_align_rms_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=80.6mm; roto_p95=52.1mm; split_align=9.6mm,44.2396757,88.5479767,80.587412,52.0558875,30.8525053,9.57108007,0.9492408726709154,1419.7047368321225,1748.182724622964,,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_consensus.json
962c234ac912e5c4,17,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v5,v5,consensus,42.260559,46.684,28.951,4.693,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|extra_split_align_rms_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=80.6mm; roto_p95=52.1mm; split_align=9.6mm,44.2396757,88.5479767,80.587412,52.0558875,30.8525053,9.57108007,0.9492408726709154,1419.7047368321225,1748.182724622964,,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_consensus.json
ae7bd10e25df5d89,18,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io,v4-io,last500_aligned,45.510359,46.684,28.691,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=80.6mm; roto_p95=52.1mm,44.2396757,88.5479767,80.587412,52.0558875,30.8525053,,0.9503720194656535,1421.0835336642824,1742.574108840209,,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_last500_aligned.json
df79fcaf6187fc6f,19,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v5,v5,last500_aligned,45.510359,46.684,28.691,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=80.6mm; roto_p95=52.1mm,44.2396757,88.5479767,80.587412,52.0558875,30.8525053,,0.9503720194656535,1421.0835336642824,1742.574108840209,,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_last500_aligned.json
f961f8430cca0a69,20,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io,v4-io,first500,45.543739,46.684,29.203,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=80.6mm; roto_p95=52.1mm,44.2396757,88.5479767,80.587412,52.0558875,30.8525053,,0.9481135674178072,1418.3446087336933,1753.7913404057197,,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_first500.json
34560462b40941aa,21,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v5,v5,first500,45.543739,46.684,29.203,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=44.2mm; static_p95=80.6mm; roto_p95=52.1mm,44.2396757,88.5479767,80.587412,52.0558875,30.8525053,,0.9481135674178072,1418.3446087336933,1753.7913404057197,,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_first500.json
ab7a0d8a20dde4f5,22,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v1-old,v1-old,consensus,70.251047,79.805,18.808,6.124,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|extra_split_align_rms_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=64.2mm; static_p95=77.8mm; roto_p95=56.0mm; split_align=10.8mm,64.2322985,143.909362,77.8234694,55.9866878,32.5621728,10.825426,0.950654822183251,1428.4247552874594,1789.6334583739242,,outdoor_20260513/FULL-COMPARE-500+500/v1-old/layout_consensus.json
bc9f1f5e98797ef6,23,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,v3-full,last500_aligned,71.179761,72.388,53.868,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=64.9mm; static_p95=85.6mm; roto_p95=49.2mm,64.9102187,177.981662,85.579578,49.2116639,30.5511491,,0.9009578486608261,1419.814528585624,1787.823590709675,,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_last500_aligned.json
c5edcfef2e6ad424,24,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,v3-full,first500,73.721423,72.388,92.840,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=64.9mm; static_p95=85.6mm; roto_p95=49.2mm,64.9102187,177.981662,85.579578,49.2116639,30.5511491,,0.8881292458406727,1338.6280384827048,1749.8521747952404,,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_first500.json
cb9290653eb45b01,25,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,v3-full,consensus,74.723850,72.388,74.509,100.000,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|extra_split_align_rms_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=64.9mm; static_p95=85.6mm; roto_p95=49.2mm; split_align=93.1mm,64.9102187,177.981662,85.579578,49.2116639,30.5511491,93.0819295,0.8934997186418043,1377.641056572103,1768.8378827524577,,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_consensus.json
438122a22497ded6,26,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v1-old,v1-old,first500,75.818468,79.805,18.673,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=64.2mm; static_p95=77.8mm; roto_p95=56.0mm,64.2322985,143.909362,77.8234694,55.9866878,32.5621728,,0.9499329049684949,1429.6240601477846,1791.1338424345508,,outdoor_20260513/FULL-COMPARE-500+500/v1-old/layout_first500.json
0f1588574545642e,27,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v1-old,v1-old,last500_aligned,75.835648,79.805,18.937,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=64.2mm; static_p95=77.8mm; roto_p95=56.0mm,64.2322985,143.909362,77.8234694,55.9866878,32.5621728,,0.9513772943069687,1427.246474195643,1788.1330743132976,,outdoor_20260513/FULL-COMPARE-500+500/v1-old/layout_last500_aligned.json
175c6752d9dd2ac4,1,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v4-io-roto,v4-io,us_height,16.826026,,16.826,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9674605606671658,1436.6687835131775,1788.9588090081068,,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io-roto/layout_us_height.json
b2621c461433aed5,2,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v4-io-wand,v4-io,us_height,21.014825,,21.015,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9555309834498357,1430.961911156482,1899.7322513793551,,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io-wand/layout_us_height.json
2b64302132c7dbdf,3,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v3-lite,v3-lite,us_height,21.382006,,21.382,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9460640754925176,1437.1505743315051,1974.3637118892639,,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v3-lite/layout_us_height.json
a1212b41889ca213,4,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v2,v2,us_height,22.598674,,22.599,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9458157398339914,1435.2111102054596,1964.7674592489366,,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v2/layout_us_height.json
a4ded69a125be721,5,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v1-old,v1-old,us_height,22.631518,,22.632,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9575472034484671,1428.372586208594,1855.0696442812505,,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v1-old/layout_us_height.json
4a8f068eef5935ee,6,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v4-io,v4-io,us_height,29.173868,,29.174,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9458552411898575,1420.465485663933,1925.9017240257601,,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io/layout_us_height.json
a150a9d2469318e1,7,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v3-full,v3-full,us_height,83.333333,,83.333,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.8847120422896264,1336.3742314776084,2165.18862992306,,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v3-full/layout_us_height.json
bcd7d23aab9bdac7,1,outdoor_v4_20260504/FULL-COMPARE,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v3-full,v3-full,default,4.549898,,4.550,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9858057228203657,1447.5176330432744,2036.0529362857208,,outdoor_v4_20260504/FULL-COMPARE/v3full/layout.json
71be847711797af2,2,outdoor_v4_20260504/FULL-COMPARE,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v4,v4,default,36.594893,,36.595,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9819695304705826,1428.6730908855982,1872.4555990872154,,outdoor_v4_20260504/FULL-COMPARE/v4/layout.json
ee1b62b82f6517d2,3,outdoor_v4_20260504/FULL-COMPARE,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v3-lite,v3-lite,default,55.778904,,55.779,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9720670168821062,1473.7415225782609,1914.2057600891965,,outdoor_v4_20260504/FULL-COMPARE/v3lite/layout.json
cbf1096ddf259e07,4,outdoor_v4_20260504/FULL-COMPARE,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v2,v2,default,57.558321,,57.558,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9719320843543025,1471.397409699881,1904.9121179485496,,outdoor_v4_20260504/FULL-COMPARE/v2/layout.json
cef6a189867b2e95,5,outdoor_v4_20260504/FULL-COMPARE,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v1,v1,default,91.757330,,91.757,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.969965158785404,1281.6208039531994,1953.3643304346708,,outdoor_v4_20260504/FULL-COMPARE/v1/layout.json
